"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",50122.1929898652,6572.35262153247,7.62621786689502,1.05737916023346e-09
"2","R.D.Spend",0.805715049915744,0.0451472697285178,17.8463737621503,2.63496772147045e-22
"3","Administration",-0.0268159683947509,0.0510287799387514,-0.525506751816082,0.60175510784975
"4","Marketing.Spend",0.0272280648008189,0.0164512345179952,1.65507729958111,0.104716819266581
