"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.94991420845572,0.942548650875679,9907.89614766765,128.967046708013,4.28288794764327e-21,6,-421.550655093822,857.101310187644,868.923466366442,3337657806.4809,34
