"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.997392289170661,0.99530612050719,20510.6715074773,478.097627787788,1.21312884023782e-06,5,-110.010655339465,232.02131067893,233.836821236894,2103438228.4382,5
