"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual"
"1",0.669041233192989,0.627671387342113,182674.159324324,16.1721954586113,0.003833318367823,2,-134.228260521672,274.456521043345,275.364276322327,266958787878.788,8
